text,sentiment,brand
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
kopi nya strong pis dan maknyos,positive,Kopi Nako
suasana nyaman buat ngopi dan camil banyak pilih,positive,Kopi Nako
lumayan tempat nya estetik tapi hubung dtgnya pas hujan jadi sayang banget tidak kedapetan tempat dan hrs duduk pinggir,negative,Kopi Nako
semua staffnya baik dan cakep layan manteb,positive,Kopi Nako
makanan 45 menit pisang goreng dan kuetiaw tidak dateng posisi sepi cuma ada 3 customer,negative,Kopi Nako
tempat nyaa good makanan nya enak cuman eskopi susu nya strong kurang creamy tpi recommend sih buat malam minggu bareng pasang,negative,Kopi Nako
tempat enak minuman makanan enak smuaa layan ramah great,positive,Kopi Nako
layan sangat ramah tempat cocok untuk chill sama keluarga dan kerabat dan bersih,positive,Kopi Nako
kopi juara enak buat nangkrong tempatt nyaman nyoba nasgor rasa kuang pool,positive,Kopi Nako
mesen di gofood teh apel sama teh melon yg dateng kopi cara harga lebih murah yg lebih penting point nya tdk sesuai pesan kecewa,negative,Kopi Nako
musik dj ganggu,negative,Kopi Nako
nongkrong habis nonton prawira tanding di gor c tra pesan lemon juice tahu cabe garam suasana juga nyaman sini,positive,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
cenderung aga mahal,negative,Kopi Nako
sangat baik dlm layan org,positive,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
tempat lumayan luas instagramable cuma tidak luas yg di bogor buat nongki asik sih coffeenya enak bisa req tidak terlalu strong baso urat juga enak kemarin order sekitar 200k an free photobox,positive,Kopi Nako
nasi goreng dengan rasa tidak jelas,negative,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
cenderung aga mahal,negative,Kopi Nako
tempat oke rasa biasa saja,negative,Kopi Nako
di mushola saja sepatu bisa ilang lain kali di adakan saja tempat titip sepatu kalau gaada tanggung jawab sama sekali padahal hilang dalam kawasan tempat kopi hati hati saja banyak maling di kawasan tempat kopi,negative,Kopi Nako
tempat enakeun tapi kursi kurang nyaman kalo untuk duduk lama seperti emang set seperti itu hehe kopi enak nasgornya enak juga,negative,Kopi Nako
cenderung aga mahal,negative,Kopi Nako
tempat bagus buat selfie atau fto gtuu rekomen poko,positive,Kopi Nako
kopi dan makanan nya enak semua sama tempat nyaman banget,positive,Kopi Nako
tempat ngopi yang nyaman dan estetik untuk harga makanan dan minum cukup di kantong matcha lattenya cukup enak yang sayang nasi merem melek porsi tidak terlalu banyak kendati harga yang sedikit mahal tempat pun uas karena ada lantai dua dan dua gedung dan ada latar risi kursi kursi dan meja meja untuk tempat hingga ke depan tata desain estetitik pandang pun ciamik cocok untuk foto2 alias instagrammable sedia musholla namun untuk wifi saya belum cek apakah ada atau tidak namun seperti sedia overall cukup bagus dan cukup bikin betah untuk nongki nomgki cantik,negative,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
tempat luas dan enak untuk kumpul sama temen2 ice matcha dan kopi nakonya enak,positive,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
abis ngopi dan makan dari siang ampe sore sambil ngerjain tugas tempat nyaman eh pulang tinggal charger laptop meski baru sadar agak lama nyata sudah aman oleh crew nya really appreciate,positive,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
lokasi strategis makan enak kopi juga enak layan nya best kakak nya ramah apalagi kak risel,positive,Kopi Nako
tempat nongki anak nuju meumeujeuhna saur urang sunda mah sampe susah cari tempat duduk,negative,Kopi Nako
tempat nyaman kopi enak,positive,Kopi Nako
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
terima kasih atas layan nya yang sangat muas dari mba rishel makan enak dan tempat yang sangat strategis dan nyaman sambil nikmat suasana,positive,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
enak sih buat nongkrong rekomen lah,positive,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
layan nya baik humble utama mas zidan,positive,Kopi Nako
rasa nya enak layan dari mba rishel bagus banget keren,positive,Kopi Nako
kopi duren enak,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
kopi enak banyak oleh olehnua,positive,Kopi Nako
ribut sama tukang parkir yg lagi mabok 2org adik dan kaka tdk ada sopan nya sama sekali dikarnakan parkir mobil susah dan di suruh pindah pulang nya di minta 10 rb saya tidak bakal kesini lagi,negative,Kopi Nako
your run of the mill coffee shop in bandung nothing special about it but i did enjoy my visit here it can get pretty crowded here especially on the weekends plenty of seating both indoors and outdoors though there is less indoor seating compared to outdoor seating the drinks they offer are nothing to write home about either it s just okay and there s nothing wrong with that 5 5,negative,Kopi Nako
order lebih dari 50k kaga dapet bonus eskopi kata sih order lebih dari 50k dapet eskopi karna grandopening order sampe 2x karna ada orang yang harus di tunggu tapi kena usir waitress,negative,Kopi Nako
tempat ngopi yang enak dekat dengan rumah nyaman dan tenang sekali sini layan nya juga ramah,positive,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
enak makan tempat juga tapi mbak mbak jutek kurang ramah,negative,Kopi Nako
layan dan makanan sangat wort it tengkyu kopi nako,negative,Kopi Nako
kopi nako menu recomended,positive,Kopi Nako
bagus dan nyaman,positive,Kopi Nako
tempat ngopi yang nyaman dan estetik untuk harga makanan dan minum cukup di kantong matcha lattenya cukup enak yang sayang nasi merem melek porsi tidak terlalu banyak kendati harga yang sedikit mahal tempat pun uas karena ada lantai dua dan dua gedung dan ada latar risi kursi kursi dan meja meja untuk tempat hingga ke depan tata desain estetitik pandang pun ciamik cocok untuk foto2 alias instagrammable sedia musholla namun untuk wifi saya belum cek apakah ada atau tidak namun seperti sedia overall cukup bagus dan cukup bikin betah untuk nongki nomgki cantik,negative,Kopi Nako
agak overprice dg kualitas rasa makanan yg biasa saja ada yg terlalu salty agak keras terlalu oily nasi mangkok ayam mercon enggak pedes untuk minum good lah,negative,Kopi Nako
tempat yg pasti always klo kopi nako ma mantap apalgi kopi minus layan tingkatin lagi yaaa sen minuman duluan makan nunggu hampir jam pdhl langgan gak lagi membludak banyak masih normal makanan dtg minuman dah abis baik lagi layan nya ya kak fighting thanks,negative,Kopi Nako
tempat nyaman banget,positive,Kopi Nako
untuk minum saya suka dan manis pas dan layan juga baik di layan oleh ka rishel,negative,Kopi Nako
kwetiau juara tahu cabe garam kurang enak minuman kopi enak love potion enak jugaa kalo rasa coklat panas kaya coklat delfi seduh,positive,Kopi Nako
ngopi adem di kota bandung tempat asri banget banyak pohon pohon harga kopi sama makan juga worth it dan rasa pas cocok banget buat nongki bareng kawan kawan sini,positive,Kopi Nako
lumayan tapi dekat makam pahlawan,negative,Kopi Nako
such a nice place in bandung worth to try,positive,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
cenderung aga mahal,negative,Kopi Nako
layan bagus teh rishel,positive,Kopi Nako
enak banget,positive,Kopi Nako
enaak banget nyaman harga start di 32k tapi worth it banget fasilitas lengkap mushola dan wc bersih top,positive,Kopi Nako
rame ngantri pesan makanan dan minuman,negative,Kopi Nako
tempat yg pasti always klo kopi nako ma mantap apalgi kopi minus layan tingkatin lagi yaaa sen minuman duluan makan nunggu hampir jam pdhl langgan gak lagi membludak banyak masih normal makanan dtg minuman dah abis baik lagi layan nya ya kak fighting thanks,negative,Kopi Nako
kopi mantap,positive,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
favorit paling enak buat kumpul,positive,Kopi Nako
kalo buat tempat sih ok cuman waktu malem aku datng kesini sen nasi goreng merem melek daging nasi nya belum mateng jdi d mkan nya tidak enak,negative,Kopi Nako
sen makan rawon ada tanda jempol nyata jauh dari kata lmyn nasi nya kaya buat nasi goreng jd aga keras minuman nya enak tempat nya enak,negative,Kopi Nako
layan baik teteh ricshel sangat ramah makanan nya enak minum juga,positive,Kopi Nako
tempat yg pasti always klo kopi nako ma mantap apalgi kopi minus layan tingkatin lagi yaaa sen minuman duluan makan nunggu hampir jam pdhl langgan gak lagi membludak banyak masih normal makanan dtg minuman dah abis baik lagi layan nya ya kak fighting thanks,negative,Kopi Nako
all good kwetiau goreng favorit,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
tempat oke rasa biasa saja,negative,Kopi Nako
beeuuh aesthetic sih ini space nya gede yang seru sih ramean kesini buat nge ghibah si doi,positive,Kopi Nako
iced latte had a hair in it french fries were really bad because of the old cooking oil only good thing was the atmosphere,negative,Kopi Nako
mantap tempat nya bagus dan estetik cocok buat nongkrong,positive,Kopi Nako
buat yang baru pertama kali kesini harus bawa debit ya cash no only,negative,Kopi Nako
the place is really good and i like the coffee and appetizer you should come here for new experience,positive,Kopi Nako
kopi nako bandung lokasi sangat strategis mudah cari karna di pinggir jalan dan lokasi masih sekitar kota bandung untuk tempat nyaman ya dan desain tempat juga sama seperti kopi nako lain rasa makanan enak cuma untuk yg sini karna desain bener bener kaya cafe harga lumayan ya tidak seperti yg di bogor jauh lebih murah untuk pisang bakar saja 20 rb 4 pcs nasi cumi dan nasi ikan dor kisar 39 rb dan porsi juga standar banget bisa bilang dikit harga kopi sih standard mulai 23 ribu yang agak kecewa pas mau bayar mereka awal tidak nerima tunai karna tidak ada kembali hanya payment qris debit dan payment non tunai karna ada tunai ya paksa tunai saja walaupun tidak ada kembali jadi kembali nya sekitar 4 rb untuk tips tidak berapa sih cuma kan customer udah bayar tax 10 kasi tips juga yg nominal buat saya sih lumayan lah soal saya bandung buat libur jadi nominal 4 rb bisa buat bayar parkir di kopi nako saja parkir saya harus bayr coba ada kembali kan lumayan managementnya untuk bayar lebih baik tidak semua org lagi bawa debit atau payment nontunai saya sih bukan nya tidak ada debit cuma udah tarik tunai semua karna niat libur kan biasa apa apa harus bayar cash kalo suruh balik lagi mungkin tidak deh karna dari segi harga sama saja ko kaya cafe lain masih banyak cafe bandung yg lebih asthetic dan saji makanan yg mungkin lebih enak dengan harga yg sama,negative,Kopi Nako
dulu heran kenapa nako di cap bagai sarang boti nyata sekarang saya ngerti dari staffnya gemulai tamu gemulai sampai yang ngisi live musik juga gemulai semua please atuh lah,negative,Kopi Nako
tempat cocok buat ngopi harga masih affordable rasa juga enak tempat nyaman dan bersih,positive,Kopi Nako
tap mangtap teh rishel terbaoks,positive,Kopi Nako
tempat nya nyaman banget buat kumpul harga mulai dari 25 000,positive,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
tempat asik buat nongkrong dan kopi nya enak,positive,Kopi Nako
lumayan enak buat ngopi santai klo lagi tidak penuh,positive,Kopi Nako
layan bagus,positive,Kopi Nako
suasana nyaman enak untuk wfh,positive,Kopi Nako
lokasi bagus rasa makanan boleh tapi hrga kopi dan makan ckup mahal,negative,Kopi Nako
tempat asik makanan dan minuman enak,positive,Kopi Nako
tempat nyaman dan enjoy layan ramah nama risel,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
tempat nya sangat adem soal banyak pohon dan yang paling penting makanan semua ada sini dari berat ringan sampe cuankie juga ada pelayananya sangat ramah,positive,Kopi Nako
tempat nongkrong yg asyik dan cukup senang cm parkir nya saja yg kurang luas,negative,Kopi Nako
coffee nya enak kkkk banget,positive,Kopi Nako
makan enak enak temotnya coy cocok banget buat nongkrong manja,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
lumayan tempat nya estetik tapi hubung dtgnya pas hujan jadi sayang banget tidak kedapetan tempat dan hrs duduk pinggir,negative,Kopi Nako
iced latte had a hair in it french fries were really bad because of the old cooking oil only good thing was the atmosphere,negative,Kopi Nako
the coffee was nice but not as good for the sides maincourse the ambience outside great the toilet can be great stinky the service okay bit shocked there is rainbow community here one of bravely asked for my number terrible,negative,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
tempat asik da life musik kopi agam mantul deh,positive,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
unik bangett tempatnyaa makanan minuman enak parah recommended banget sihh,positive,Kopi Nako
suasana nya tempat nya nyaman makanan minum nya muas harga nya worth it layan sama kak dinda nya ramah,positive,Kopi Nako
tongkrong murmer,positive,Kopi Nako
first time to be here taro latte service time 2 menit great,positive,Kopi Nako
kopi nya enak banget pas lah makanan nya pun enak ramah di kantong layan dari rishel top ramah banget murah senyum,positive,Kopi Nako
tidak usah diraguin lagi cabang dari bogor ini dan di bandung juga ok selain kopi teh nya juga enak saji juga estetik landscape ok manfaat lahan yang tidak terlalu luas masalah hanya di parkir saja agak susah selain itu ok,positive,Kopi Nako
terlalu byk orng2 tidk jelas,negative,Kopi Nako
tempat bagus asik buat nongkrong cuma sayang saya pesan kwetiaw goreng asin banget smg k dpnnya bisa d prbaiki,negative,Kopi Nako
tempat nongkrong di kbp yang oke,negative,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
tempat ngopi yang nyaman dan estetik untuk harga makanan dan minum cukup di kantong matcha lattenya cukup enak yang sayang nasi merem melek porsi tidak terlalu banyak kendati harga yang sedikit mahal tempat pun uas karena ada lantai dua dan dua gedung dan ada latar risi kursi kursi dan meja meja untuk tempat hingga ke depan tata desain estetitik pandang pun ciamik cocok untuk foto2 alias instagrammable sedia musholla namun untuk wifi saya belum cek apakah ada atau tidak namun seperti sedia overall cukup bagus dan cukup bikin betah untuk nongki nomgki cantik,negative,Kopi Nako
desain similar dengan kopi nako sparc senayan untuk ngopi duduk atas sejuk pandang hijau banyak pohon2,negative,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
sarang bot,negative,Kopi Nako
dine in sekarang ada live music nya mantap,positive,Kopi Nako
venue 2 10 wifi oke dan kenceng arsitektur bagus dengan suasana outdoor namun sayang semua lebih itu harus rusak dengan suara musik yang terlalu kencang dan berisik bikin alam ngobrol sangat ganggu dan tidak nyaman berisik banget sumpah sampai sudah pindah beberapa tempat tetep saja gendang telinga rusak suara musik kenceng banget tolong kondisi lah orang mau ngafe bukan mau dengerin playlist elu yang kenceng ngalah2in konser bagus kok kalo volume rangin dikit saya yakin makin rame nih kafe food beverages 3 10 kopi lumayan enak tapi makan sangat kurang french fries terlalu asin goreng nugget maupun tahu cabe garam banyak sekali minyak dan rasa tidak ada yg enak buat ganjel perut doang it s ok tapi kalo soal rasa no bisa di improve lagi price 4 10 standar kafe kota tidak mahal tidak murah tapi turut saya masih kurang dengan kualitas makanan segitu harus lebih ekonomis lagi service 7 10 ok good,negative,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
tadi suka nongkrong sini semenjak tukang parkir ngelunjak males lagi dah,negative,Kopi Nako
tukang parkir tidak guna,negative,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
ramah layan tempat santui chill enak buat hang out w friends,positive,Kopi Nako
lokasi strategis makanan kurang variasi terlalu rame jadi lihat sempit banyak area outdoor jadi agak gak nyaman waktu hujan,negative,Kopi Nako
tmpat baru cukup crowded makan cemilan kopi dan non kopi harga under 50k pajak n service sudah include parkir bisa masuk bisa luar,negative,Kopi Nako
tempat yang nyaman buat ngopi2 walaupun kursi sangat tidak nyaman,negative,Kopi Nako
cozy place,positive,Kopi Nako
tempat pw banget baristanya ramah,positive,Kopi Nako
servicenya ok makanan minuman standar hanya saja suasana yang kurang agak panas dan sumpek kalau penuh,negative,Kopi Nako
di mushola saja sepatu bisa ilang lain kali di adakan saja tempat titip sepatu kalau gaada tanggung jawab sama sekali padahal hilang dalam kawasan tempat kopi hati hati saja banyak maling di kawasan tempat kopi,negative,Kopi Nako
buka jam 8 pagi tiap hari kopi enak kalo luar hujan pakai payung yang sudah sedia,positive,Kopi Nako
biaya parkir motor mahal 3rb,negative,Kopi Nako
buat yang baru pertama kali kesini harus bawa debit ya cash no only,negative,Kopi Nako
kemarin ke kopi nako bandung yang ke 2xnya dapet layan yang kurang enak dari barista nya jutek banget terus minuman buat juga beda banget rasa barista perempuan yang badan agak besar,negative,Kopi Nako
enak kopi dan tempat cocok jika orang tua ken asa jadi anak muda hehehe,positive,Kopi Nako
tempat luas dan cukup nyaman suasana enak walau tengah kota yang ramai minum enak,positive,Kopi Nako
kemarin ke kopi nako bandung yang ke 2xnya dapet layan yang kurang enak dari barista nya jutek banget terus minuman buat juga beda banget rasa barista perempuan yang badan agak besar,negative,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
kurang cocok kalo kesini siang karna panas cocok untuk sore sampe malem harga coffee mulai dari 20k,negative,Kopi Nako
tempat nya bikin pw tapi kalo ujan beda cerita,negative,Kopi Nako
tempat bagus cozy tapi lampu nya redup sayang banget sih kalau makanan so so lah,negative,Kopi Nako
makan lama datengnya hampir jam,negative,Kopi Nako
waitersnya ngeliatin mulu tiap lewat meja risih jadi males,negative,Kopi Nako
tempat ngopi yang nyaman dan estetik untuk harga makanan dan minum cukup di kantong matcha lattenya cukup enak yang sayang nasi merem melek porsi tidak terlalu banyak kendati harga yang sedikit mahal tempat pun uas karena ada lantai dua dan dua gedung dan ada latar risi kursi kursi dan meja meja untuk tempat hingga ke depan tata desain estetitik pandang pun ciamik cocok untuk foto2 alias instagrammable sedia musholla namun untuk wifi saya belum cek apakah ada atau tidak namun seperti sedia overall cukup bagus dan cukup bikin betah untuk nongki nomgki cantik,negative,Kopi Nako
your run of the mill coffee shop in bandung nothing special about it but i did enjoy my visit here it can get pretty crowded here especially on the weekends plenty of seating both indoors and outdoors though there is less indoor seating compared to outdoor seating the drinks they offer are nothing to write home about either it s just okay and there s nothing wrong with that 5 5,negative,Kopi Nako
nasi goreng dengan rasa tidak jelas,negative,Kopi Nako
tolong dong buat online order perhati ojol driver nunggu tuh makan waktu sedang sini online lama banget layan nya kita driver harus cari order yg lain tidak ngurusin order kopi nako doang,negative,Kopi Nako
tempat yg cozy untuk nongkrong cocok untuk anak muda,negative,Kopi Nako
tempat liat cocok buat nongkrong dengan teman2 harus datang lebih awal biar tidak penuh apa lagi kalau weekend kopi nya dan makanan berat nya enak juga,positive,Kopi Nako
suasana nyaman dan tidak ramai saat siang hari area makan indoor outdoor dengan tampil yang estetik pesan rice bowl sapi daging tipis balut tepung rasa daging tidak rasa pisang goreng juga tipis lebih tebel tepung kopi enak selain kopi ada juga minuman non kopi,positive,Kopi Nako
dulu heran kenapa nako di cap bagai sarang boti nyata sekarang saya ngerti dari staffnya gemulai tamu gemulai sampai yang ngisi live musik juga gemulai semua please atuh lah,negative,Kopi Nako
tempat nongkrong recommended di bandung,positive,Kopi Nako
singkong keju enak kopi ok,positive,Kopi Nako
tempat nyaman dan luas tapi banyak outdoor sehingga kalau hujan bisa bubar kopi sendiri enak dan creamy harga pun standar kafe,positive,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
kopi nako bandung lokasi sangat strategis mudah cari karna di pinggir jalan dan lokasi masih sekitar kota bandung untuk tempat nyaman ya dan desain tempat juga sama seperti kopi nako lain rasa makanan enak cuma untuk yg sini karna desain bener bener kaya cafe harga lumayan ya tidak seperti yg di bogor jauh lebih murah untuk pisang bakar saja 20 rb 4 pcs nasi cumi dan nasi ikan dor kisar 39 rb dan porsi juga standar banget bisa bilang dikit harga kopi sih standard mulai 23 ribu yang agak kecewa pas mau bayar mereka awal tidak nerima tunai karna tidak ada kembali hanya payment qris debit dan payment non tunai karna ada tunai ya paksa tunai saja walaupun tidak ada kembali jadi kembali nya sekitar 4 rb untuk tips tidak berapa sih cuma kan customer udah bayar tax 10 kasi tips juga yg nominal buat saya sih lumayan lah soal saya bandung buat libur jadi nominal 4 rb bisa buat bayar parkir di kopi nako saja parkir saya harus bayr coba ada kembali kan lumayan managementnya untuk bayar lebih baik tidak semua org lagi bawa debit atau payment nontunai saya sih bukan nya tidak ada debit cuma udah tarik tunai semua karna niat libur kan biasa apa apa harus bayar cash kalo suruh balik lagi mungkin tidak deh karna dari segi harga sama saja ko kaya cafe lain masih banyak cafe bandung yg lebih asthetic dan saji makanan yg mungkin lebih enak dengan harga yg sama,negative,Kopi Nako
oy auto jatuh cinta pas pertama order karena sudah pensiun kopi jadi sen minum rosberi rasa segeer manis pass aplg klo minum habis terjang panas dan polusi bdg wkwk makan order tahu cabe garam ini enak juga tahu krispii pedesnya juga gak over vibes nya enak si waktu itu dateng pas habis hujan jadi makin bikin dopamine gue auto full lagi hoho ohiya tiap kalian review dapet gratis eskrim 1 scoop so jangan lupa review yaa,positive,Kopi Nako
kesitu pas lagi ujan rempong euy basah tempat klo lagi tidak musim ujan enakeun sih,negative,Kopi Nako
ramah pol,positive,Kopi Nako
cenderung aga mahal,negative,Kopi Nako
tempat outdoor dan indoor ada toilet wifi gratis dan colok harga nya dari 23k dan ada pajak nya parkir luas rame enak banget,positive,Kopi Nako
si teteh nya baik banget banget banget,negative,Kopi Nako
si teteh nya baik banget banget banget,negative,Kopi Nako
suka sama layan makanan dan nyaman cafe nya,positive,Kopi Nako
enak seru,positive,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
sangat tarik tempat recommended banget,positive,Kopi Nako
kopi biasa saja suasana saja cocok banget buat nongkrong,negative,Kopi Nako
low price nice food nice place,positive,Kopi Nako
makanan dan minuman nya enak,positive,Kopi Nako
servicenya ok makanan minuman standar hanya saja suasana yang kurang agak panas dan sumpek kalau penuh,negative,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
itu barista nya yg nama riziq songong dah gada attitude nya woy ini yg milih2 kerja nya pilih2 lgi ngapa org2 kaya begitu di terima heran banget tiati lu nako punya barista kaya dia,negative,Kopi Nako
lokasi bagus rasa makanan boleh tapi hrga kopi dan makan ckup mahal,negative,Kopi Nako
parkir nya agak nyebelin minta lebih dari biasa utama yg bawa mobil sambut untuk tamu juga agak kurang kita hrs cari cari dl waiter nya lain nya cukup lah,negative,Kopi Nako
kopi nya enak pelayanya mantab jaya juara poko,positive,Kopi Nako
kopi nako bandung cikutra kopi kaktus enak suasana asri rindang tengah kota bandung enak ngumpul bareng kawan2,positive,Kopi Nako
cocok untuk nongkrong harga jangkau pilih menu banyak,positive,Kopi Nako
aku request lagu taylor kasih 1playlist full sooo much lovey 3,positive,Kopi Nako
tempat hang out yg nyaman utama di senja ke malam hari tambah ada live musicnya thx untuk bro ijul next klo ke bandung saya mampir lagi,positive,Kopi Nako
tempat enak dan bersih harga murah pesan juga cepat sedia,positive,Kopi Nako
si teteh nya baik banget banget banget,negative,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
lama saru order juga,negative,Kopi Nako
es kopi nakonya enak cuankinya segeerr donat siram enak,positive,Kopi Nako
lebih baik makanan di pesan yg perlu waktu buat yaa di antar oleh layan karena klo kita bagi duduk di depan pr sekali bgambil pesan trimakasih sukses selalu,negative,Kopi Nako
it s nice and cool place with many plantation for hangout many comfy seats but it s mostly outdoor several nice coffee you can try here 7 10 imo love the atmosphere,positive,Kopi Nako
enakeun tempatnyaa tapi kalo ujan banyak area yg keujanan,negative,Kopi Nako
tempat yang nyaman buat ngopi2 walaupun kursi sangat tidak nyaman,negative,Kopi Nako
suasana enak banget kalau malam,positive,Kopi Nako
tmpatnya sudah enak bnyak pilih buat kita mau duduk rame ber2 ato sndiri harga juga msih jangkau kok gaes minumanya enak,positive,Kopi Nako
layan dari kak rishel ramah banget kopi mantap,positive,Kopi Nako
tempat kini yg rame terus soal tempat juga asik instagramable banget,positive,Kopi Nako
tempat selalu rame dari pukul 14 00 sampai closing lebih asik ruang buka nya beri canopy agar tidak terlalu panas atau bisa lindung dari hujan,negative,Kopi Nako
enak bangt nyaman banget ke kini,positive,Kopi Nako
tempat enak banget buat nongkrong sama temen pacar temen,positive,Kopi Nako
kemarin ke kopi nako bandung yang ke 2xnya dapet layan yang kurang enak dari barista nya jutek banget terus minuman buat juga beda banget rasa barista perempuan yang badan agak besar,negative,Kopi Nako
tempat nongkrong yg asyik dan cukup senang cm parkir nya saja yg kurang luas,negative,Kopi Nako
enakeun tempatnyaa tapi kalo ujan banyak area yg keujanan,negative,Kopi Nako
tempat luas dan mudah akses karena di pinggir jalan raya fasilitas kursi dan meja banyak ada yang outdoor dan juga indoor tempat pesan tidak begitu luas kopi enak dan harga lumayan jangkau suasana juga enak jadi betah lama lama,positive,Kopi Nako
tempat nyaman,positive,Kopi Nako
zidane keren ramah,positive,Kopi Nako
briefing terlalu lama tanpa beri tahu kata sebentar lagi tapi malah jadi masih lama kita buat tunggu terlalu lama tanpa jelas bad service karena tidak beri pasti pasti jika ada briefing seperti itu beri jelas jangan diam begitu saja kasi yang sudah tunggu,negative,Kopi Nako
