text,text,sentiment,brand
"Kalau keteteran harus buka loker, jangan cuma 2 org yg melayani","Jika ada keterbatasan tenaga, mohon tambahkan staf agar layanan tidak melambat.",negative,Kopi Kenangan
Tempatnya cukup besar,968|||Tempatnya cukup besar.,positive,Kopi Kenangan
Bersih dan rapi tempatnya bikin nyaman,1298|||Bersih dan rapi; tempatnya membuat nyaman.,positive,Kopi Kenangan
enakeun lah tempatnya,1356|||Tempatnya menyenangkan.,positive,Kopi Kenangan
Pelayanan lelet yg kerja cuma 1 orang,995|||Pelayanannya lambat karena hanya satu orang yang bekerja.,negative,Kopi Kenangan
"Sering sekali kesini tempatnya nyaman menurut saya untuk berlama-lama juga, trus pelayannya juga baik baik",1141|||Saya sering datang ke sini; menurut saya tempatnya nyaman untuk berlama-lama dan pelayanannya baik.,positive,Kopi Kenangan
Good place to coffe,Tempat yang cocok untuk minum kopi.,positive,Kopi Kenangan
"Kopina geunah, pelayanan ramah ","Kopinya enak, pelayanan ramah.",positive,Kopi Kenangan
"Sebenernya enak tempatnya untuk ngopi, tapi sayang tempat tidak terlalu kelihatan, karena di pojok","806|||Sebenarnya tempat ini enak untuk ngopi, namun lokasi kurang terlihat karena berada di pojok.",positive,Kopi Kenangan
"thankyou kopken 23paskal yg di eateria, mas rijal fauzi keren banget multi talent, ngadepin cust yg banyak dgn sangat sabar dan ramahhh + professional bestt!!!","Terima kasih Kopi Kenangan Paskal 23 yang di Eateria, mas Rijal Fauzi keren sekali dan banyak bakat, mengurus pelanggan-pelanggan yang banyak dan sangat sabar dengan penuh keramahan dan profesionalisme.",positive,Kopi Kenangan
"Tempat nya sih udah oke, tapi tukang parkir nya ribet banget
Semoga kopi kenangan ada kebijakan terkait parkir","1042|||Tempatnya sudah oke, namun petugas parkir merepotkan. Semoga pihak Kopi Kenangan memiliki kebijakan terkait parkir.",negative,Kopi Kenangan
"Dari pagi udah buka, bahkan sebelum buka toko cibaduyut... ini keren banget buat nunggu toko sepatu buka","608|||Dibuka sejak pagi, bahkan sebelum toko di Cibaduyut buka—berguna untuk menunggu toko sepatu buka.",positive,Kopi Kenangan
harum,1073|||Harum.,positive,Kopi Kenangan
Kopi kenenagan tapi tidak pernah ada kenangan ,1372|||Kopi Kenangan tetapi tidak pernah menghadirkan kenangan.,negative,Kopi Kenangan
Menunggu 15 menit siang sama sekali ga dilayani sama kasir. Bagus sekali pelayanannya bikin kapok,1033|||Saya menunggu 15 menit pada siang hari tetapi sama sekali tidak dilayani oleh kasir; pelayanannya sangat mengecewakan sehingga membuat kapok.,negative,Kopi Kenangan
"Tempat ku nongkrong,staff ramah,kopinya enak full deh",621|||Tempat nongkrong saya; staf ramah dan kopinya enak.,positive,Kopi Kenangan
Sudah berkali kali pesan disini selalu ga enak. Padahal di cabang yg lain enak enak aja.. Pesan less sugar masih kemanisan. Pesan less ice masih banyak es. Asli ga ngerti lagi sama kopken bubat. Tolong diperbaiki!,706|||Sudah berkali-kali memesan di sini dan selalu tidak enak. Padahal di cabang lain rasanya enak. Pesanan less sugar masih terlalu manis; pesanan less ice masih banyak es. Mohon perbaiki!,negative,Kopi Kenangan
Udah tau banyak pembeli tapi karyawan ada yg nyantai,"802|||Sudah mengetahui banyak pembeli, namun beberapa karyawan tampak santai dalam melayani.",negative,Kopi Kenangan
"Kopi nya konsisten, pelayananya cepat dan barista nya ramah ramah. Tempat nya enak buat nongkrong.","Kopi konsisten, pelayanan cepat, dan barista ramah. Tempat nyaman untuk nongkrong.",positive,Kopi Kenangan
"Kopken buah batu

Plus
+ staff ramah
+ AC adem
+ ada wifi
+ toilet bersih di lantai 2

Minus
- kasihan ini staff cuma sendirian merangkap kasir dan barista","917|||Cabang Kopken Buah Batu: kelebihan—staf ramah, AC sejuk, tersedia Wi-Fi, toilet bersih di lantai 2; kekurangan—seringkali staf hanya satu orang yang merangkap sebagai kasir dan barista.",positive,Kopi Kenangan
Tempat kurang nyaman,1072|||Tempat kurang nyaman.,negative,Kopi Kenangan
Heavenroxx berfilosofi tempat yang nyaman untuk bersilaturrahim,Heavenroxx berfilosofi sebagai tempat yang nyaman untuk bersilaturahmi.,positive,Kopi Kenangan
"Baru kali ini kopi kenangangan yang online disuruh antri sama tamu reguler , antrian reguler sampai ke pintu ,
Perbaiki untuk offline dan online",Terjadi situasi di mana pelanggan online diarahkan untuk antre bersama pelanggan reguler hingga antrean mengular sampai ke pintu. Mohon perbaikan integrasi layanan online dan offline.,negative,Kopi Kenangan
Ga terlalu ramai.. belum pernah nyoba kopinya.. baru nyobain thai tea,"733|||Tidak terlalu ramai; belum pernah mencoba kopinya, baru mencoba thai tea.",positive,Kopi Kenangan
"Kecewa banget pesen di aplikasi pick up tapi pesenan banyak es nya padahal es nya normal dan satu pesenan lagi less ice, ini tuh kerasa rasanya watery. Padahal di cabang lain tuh rasanya kentel dan kerasa kopinya, tolong lah di training lagi barista cewenya!!","Saya sangat kecewa karena memesan minuman melalui aplikasi dengan opsi pickup; pesanan yang saya terima berisi terlalu banyak es padahal saya memilih es dalam jumlah normal, dan pada pesanan lain saya memilih kurang es namun rasanya menjadi encer sekali seperti air. Padahal pada cabang lain rasa minumannya lebih kental dan karakter kopi lebih terasa. Mohon agar barista perempuan di cabang ini mendapatkan pelatihan ulang.",negative,Kopi Kenangan
Kopi kenenagan tapi tidak pernah ada kenangan ,1372|||Kopi Kenangan tetapi tidak pernah menghadirkan kenangan.,negative,Kopi Kenangan
Tempatnya nyaman dan bersih.. pelayanannya ramah².. rekomended,662|||Tempatnya nyaman dan bersih; pelayanannya ramah. Direkomendasikan.,positive,Kopi Kenangan
Ada tukang palkir nya,680|||Ada petugas parkir di sana.,negative,Kopi Kenangan
"Gaada makanan , crew nya cuek","673|||Tidak ada makanan, dan kru tampak acuh tak acuh.",negative,Kopi Kenangan
"Pelayanan agak lelet, yang kerja sepertinya kurang sigap",668|||Pelayanannya agak lambat; staf tampak kurang sigap.,negative,Kopi Kenangan
"Mas andrian ramah sekali, bakal menjadi tempat kopi favorit sayaa kalau kebandung",Mas Andrian sangat ramah; ini bisa menjadi tempat kopi favorit saya saat ke Bandung.,positive,Kopi Kenangan
Order 1 juga lama hadeuuhhhhh,Pesanan satu cup juga lama — agak mengecewakan.,negative,Kopi Kenangan
"Tempat nya sih udah oke, tapi tukang parkir nya ribet banget
Semoga kopi kenangan ada kebijakan terkait parkir","1042|||Tempatnya sudah oke, namun petugas parkir merepotkan. Semoga pihak Kopi Kenangan memiliki kebijakan terkait parkir.",negative,Kopi Kenangan
"Pelayanannya bagus ramah dan gercep, terlebih layanan terhadap komplenannya sangat gercep dan langsung diganti, the bestt","1151|||Pelayanannya bagus, ramah, dan sigap; penanganan komplain juga cepat dan langsung diganti — terbaik.",positive,Kopi Kenangan
No car park space,Tidak ada lahan parkir mobil.,positive,Kopi Kenangan
Banyak promonya .,1323|||Banyak promonya.,positive,Kopi Kenangan
"Suasana nyaman, kopi nya juara, pelayanan mempesonaaaa...","1165|||Suasananya nyaman, kopinya juara, dan pelayanannya mempesona.",positive,Kopi Kenangan
Salahsatu kopi enakkkk menurut lidah saya.,822|||Salah satu kopi enak menurut selera saya.,positive,Kopi Kenangan
"Cozy.. minus satu aja ga ada stop kontak di area smoking, jd ga bisa buka laptop sambil udud","708|||Nyaman, namun minus satu: tidak ada stop kontak di area perokok, sehingga tidak dapat membuka laptop sambil merokok.",positive,Kopi Kenangan
The coffee is good. But the Salted Caramel.Chocolate is the best,"Kopinya enak, tetapi Salted Caramel Chocolate adalah yang terbaik.",positive,Kopi Kenangan
"Tempatnya enak buat nongkrong, cozy abisss","Tempat enak untuk nongkrong, sangat cozy.",positive,Kopi Kenangan
Tempatnya lumayan nyaman buat nongki cocok,1239|||Tempatnya cukup nyaman untuk nongkrong.,positive,Kopi Kenangan
"pelayanan nya kurang ramah, mohon di perbaiki lagi yah!!",1283|||Pelayanannya kurang ramah; mohon diperbaiki.,negative,Kopi Kenangan
"Klo jual promo, jangan kasih roti yg exp hari yang sama. Gak semua orang beli skrng, buat dimakan sekarang juga. Klo niat promo kualitas juga sama!","1031|||Jika menjual promo, jangan memberikan roti yang kedaluwarsa pada hari yang sama; tidak semua orang langsung makan, jadi kualitas promo harus sama.",negative,Kopi Kenangan
Tempat nyaman. Parkir susah,"1249|||Tempat nyaman, namun parkir sulit.",positive,Kopi Kenangan
"Ko ngadain promo roti, rotinya ka gak ada, prepaired dong, sediain stoknya, driver jadi nunggu lama, gimana sih management nya jelek bangeeeeeet",780|||Mengapa ada promo roti yang namun rotinya tidak tersedia? Persiapkan stok sehingga driver tidak menunggu lama; manajemen perlu diperbaiki.,negative,Kopi Kenangan
Nyaman,1437|||Nyaman.,positive,Kopi Kenangan
Cokis nih buatt yg ingin mengenang masa lalunya,Cocok bagi yang ingin mengingat-ingat masa lalu.,positive,Kopi Kenangan
"ga usah kolab sama siapapun, apalagi brand gede, kamutu belum siap.","1146|||Sebaiknya jangan berkolaborasi dengan pihak manapun, terutama brand besar, karena menurut saya belum siap.",negative,Kopi Kenangan
Bagus pelanyannya sangat ramah tapi saya untuk toilet.a  tidak kran untuk wudhu,631|||Pelayanan bagus namun untuk toilet tidak ada kran untuk wudhu.,positive,Kopi Kenangan
"Setiap order capucino pasti susunya ga cukup di steam suhunya. Alhasil dapat capucino hangat, bukan hot capucino","774|||Setiap memesan cappuccino, seringkali susunya tidak cukup di-steam pada suhu yang tepat sehingga menjadi cappuccino hangat, bukan panas.",positive,Kopi Kenangan
"pesan banyak dapet nya bocor, minum cuman setengah",729|||Pesan banyak namun yang diterima bocor; minumannya hanya setengah.,negative,Kopi Kenangan
Lama nunggu nya broh . Yng pesan banyak yng layanin sendiri,855|||Waktu menunggu lama; pesanan banyak namun yang melayani sendiri sehingga lama.,negative,Kopi Kenangan
"Pertama kali nyobain kopi kenangan.
Pick up langsung distore kepatihan, setelah pesan di aplikasi.

Pesan 3 kopi, semua request dipisah es batunya.
Tercengang bangeeet dirumah,ketika dibuka ngeliat es batu ditempati hanya pakai plastik kresek. Menyedihkan.. semacam beli dipinggir jalan.
Not recomended deeh.","1131|||Pertama kali mencoba Kopi Kenangan, pick up di store Kepatihan setelah pesan aplikasi; memesan 3 kopi dengan permintaan es dipisah, namun es batu dibungkus plastik kresek — sangat mengecewakan dan terkesan tidak profesional; tidak direkomendasikan.",negative,Kopi Kenangan
Yummy,1124|||Lezat.,positive,Kopi Kenangan
Mantap. Lokasi yg strategis.,930|||Mantap. Lokasi yang strategis.,positive,Kopi Kenangan
"Pelayanan cepat dan ramah.
Hanya untuk take away hati-hati dibawa sebab kresek tidak terlalu kuat.
Jadi selalu minta di ripped agar tidak terlalu banyak gesekan saat dibawa.
Pastikan selalu cek tutup cup agar tidak bocor.","Pelayanan cepat dan ramah. Untuk take-away, perlu hati-hati karena kresek pembungkus tidak terlalu kuat; sebaiknya meminta kemasan yang lebih kokoh agar tidak mudah tergesek saat dibawa. Selalu periksa tutup cup agar tidak bocor.",positive,Kopi Kenangan
"Pelayanan lelet lama bgt , padahal cuma order 1 hampir 40menit , hedeuhh",845|||Pelayanannya sangat lambat; hanya memesan satu tetapi menunggu hampir 40 menit.,negative,Kopi Kenangan
"Tolong ya karyawannya ditraining lagi! Pesan toast tapi kok dingin banget dagingnya, mayonaisenya pun beku saking dinginnya! Yang saya tau saat pesan toast harusnya disitu juga ditoast! Jadinya toastnya panas dan lebih enak dinikmati! Semoga kalian Terima kritikan konsumen kalian, jika tidak bisa diterima berarti kalian semua termasuk manajemen harus ditraining lagi!",510|||Mohon karyawan mendapat pelatihan ulang: saya memesan toast tetapi dagingnya sangat dingin dan mayonesnya beku. Seharusnya toast dipanggang saat dipesan agar panas dan lebih nikmat. Harap manajemen menerima kritik ini dan melakukan pelatihan ulang bila perlu.,negative,Kopi Kenangan
"COMPLAINT ATAS PEGAWAI SHIFT JAM 10.28 - 16 SEPTEMBER 2025 - RUKO KOPO BIHBUL

Keluhan atas pelayanan dan kasir 16 september 2025, jam 10.28. Mohon diinfokan siapa yg bertugas di shift tersebut.

Saya order untuk anak saya yg menunggu di mobil,
Saya pesan ice caffe latte. Se sederhana kopi susu jika memang kasir perlu di translate dan disamakan dengan toko2 lain.

Yang mereka kasih ice malt latte. Lalu saya complain, harus 5 menit anak saya jelaskan melalui telfon, karyawan perempuan di jam 10.28 ini sulit sekali memahami bahwa yg anak saya order hanya kopi susu. Perlu waktu untuk menjelaskan hal yang SANGAT SEDERHANA.

Akhirnya petugas laki2 yg menerima telfon, dan diganti dengan ice latte biasa. Yang memang saya order.

NAMUN, HARGA ICE CAFE MALT DAN ICE CAFE LATTE ITU BERBEDA. Meskipun bedanya tidak seberapa, tetapi TIDAK ADA ITIKAD DARI KASIR TERSEBUT UNTUK MEMPERBAIKI ATAU MENGEMBALIKAN KEMBALIAN SAYA. ice cafe malt saya kembalikan dan yang saya bawa hanya ICE CAFE LATE DENGAN HARGA ICE CAFE MALT.

Ini menunjukan bahwa, kasir perempuan tidak paham dengan menu di tempat kerjanya.
Tidak ada niat untuk memberikan pelayanan yg baik untuk customer.
Apakah ada tindak kesengajaan dari kasir untuk memberika menu yg lebih mahal?

Bagi sebagian orang, mungkin Oatside dianggap keren, termasuk kasir perempuan yg menyebutkan bahwa “ini pake oatside susunya”
YA SAYA JUGA TAU OAT DI KOPI KENANGAN MENGGUNAKAN OAT MILK, YANG SAYA ORDER HANYA SUSU BIASA.

Jika kasir paham, kandungan kadar gula di OAT dengan SUSU BIASA itu berbeda. YANG SAYA MAU BUKAN HANYA KEREN2AN PAKAI OATMILK, saya kalau order, hanya order yg saya butuh yaitu susu biasa.

Mohon diingat, tidak ada kembalian yang diberikan oleh karyawan, saya harus marah2 dulu hanya untuk menjelaskan yg saya mau hanya susu biasa bukan oatmilk. Dan saya hanya harus mengembalikan orderan yg salah, dan hanya membawa orderan yang semestinya setelah harus berhadapan dengan ketidak tahuan pegawai  kopi kenangan kopo bihbul. which actually fine, tapi karena saya harus marah2 dulu karena pegawai nya tidak mempelajari menu, harus saya sampaikan disini.

COMPLAINT ATAS PEGAWAI SHIFT JAM 10.28 - 16 SEPTEMBER 2025 - RUKO KOPO BIHBUL","Keluhan resmi atas pelayanan pada shift 10:28 tanggal 16 September 2025 di Ruko Kopo Bihbul: ada kekeliruan menu (ice malt latte diberikan padahal yang dipesan ice caffe latte) dan kasir perempuan sulit memahami pesanan melalui telepon sehingga memerlukan waktu lama untuk klarifikasi. Setelah perbaikan, pelanggan menerima item yang benar namun tidak menerima pengembalian uang selisih harga. Keluhan ini menunjukkan kurangnya pemahaman kasir terhadap menu dan kurangnya itikad untuk memperbaiki kesalahan. Mohon diinformasikan siapa yang bertugas pada shift tersebut dan tindaklanjut yang diambil oleh manajemen.",negative,Kopi Kenangan
Menunggu 15 menit siang sama sekali ga dilayani sama kasir. Bagus sekali pelayanannya bikin kapok,1033|||Saya menunggu 15 menit pada siang hari tetapi sama sekali tidak dilayani oleh kasir; pelayanannya sangat mengecewakan sehingga membuat kapok.,negative,Kopi Kenangan
Lama banget pesenan nya padahal. Cuma 1 rugi waktu bagi ojol,712|||Pesanan sangat lama; hanya satu pesanan tetapi membuat ojek online rugi waktu.,negative,Kopi Kenangan
Join komunitas WhatsApp dan dapatkan potongan disc 12 ribu tanpa minimal pembelian..,1223|||Bergabung dengan komunitas WhatsApp dan dapatkan potongan sebesar Rp12.000 tanpa minimal pembelian.,positive,Kopi Kenangan
minum tempat parkir aja. pelayanan super ramah,541|||Minum sambil menunggu parkir. Pelayanannya sangat ramah.,positive,Kopi Kenangan
Always a perfect Oat Milk Latte.,1119|||Selalu Oat Milk Latte yang sempurna.,positive,Kopi Kenangan
"Pelayanan agak lelet, yang kerja sepertinya kurang sigap",1290|||Pelayanannya agak lambat; staf tampak kurang sigap.,negative,Kopi Kenangan
"Paling favorit tetap creamy aren latte, rasanya juara.",750|||Favorit tetap creamy aren latte; rasanya luar biasa.,positive,Kopi Kenangan
"Nggak ada yang salah dari makanan atau minumannya, cuman pelayanannya buruk sekali, barista nya kalo ditanya mukanya kek males malesan.","778|||Tidak ada yang salah dari makanan atau minuman, namun pelayanannya sangat buruk; barista terlihat enggan melayani ketika ditanya.",negative,Kopi Kenangan
Kopi yg paling ku suku,1412|||Kopi yang paling saya sukai.,positive,Kopi Kenangan
"Kopi nya lumayan, tempat nya ok, outdoor area dengan view jl kepatihan",1348|||Kopinya lumayan dan tempatnya baik; area outdoor dengan pemandangan Jalan Kepatihan.,positive,Kopi Kenangan
"Halo kopken Cibaduyut, saya dapat layanan yang tidak begitu baik hari ini, saya berniat mau pesan, tapi karena yang jaga 1 orang doang, dan dia lagi siapin minuman orang lain saya tungguin, saya panggil lagi, katanya bentar ya kak, tapi dia masih sibuk dengan meracik minuman lain, saya paham banyak pesanan saat itu, saya sudah cukup menunggu lumayan lama untuk sekedar ""dilayani"" mau minum apa saat di kasir, tapi kakaknya tetep ga menghampiri saya. Setidaknya pesanan saya ditampung dulu, saya gapapa nunggu minuman agak lama, tapi ini mau pesan aja lamak kaliii",1099|||Halo Kopken Cibaduyut: hari ini layanan kurang baik karena hanya satu petugas yang bertugas sehingga saya menunggu lama untuk memesan; seharusnya pesanan pelanggan diterima terlebih dahulu meskipun pembuatan minuman memerlukan waktu.,negative,Kopi Kenangan
"Roti gede sma tepung aja isian sedikit ..payah
Kopi standar lah ...sama seperti yg lain ..cuma es nya ga pelit ....kaya es dikopiin.... bukan es kopi","987|||Rotinya besar namun isian sedikit sehingga mengecewakan. Kopinya standar seperti tempat lain; esnya banyak sehingga terasa seperti es yang mendominasi, bukan es kopi yang pas.",negative,Kopi Kenangan
"Pelayanan oke tempat OKe, sayang tukang parkir nya nyolot bgt, dikasih 3rb. Tp msh minta tambah lagi pdhl bawa motor bkn mobil ( dgn nada yg tidak mengenakkan) tolong management kopken, tukang parkir nya diajarin attitude","657|||Pelayanan baik dan tempat oke, namun petugas parkir sangat arogan; diberi Rp3.000 masih meminta tambahan meskipun yang membawa motor, bukan mobil (dengan nada yang tidak menyenangkan). Mohon manajemen Kopi Kenangan mengajarkan sikap yang baik pada petugas parkir.",negative,Kopi Kenangan
"Order kopi latte reguler
Ga ditanya mau dingin atau panas  mungkin mba capek udah malem kita kesana
Karena suami bawa gelas sendiri pas diambil ko ringan ini mah capucino kebanyakan foamnya","723|||Saya memesan latte reguler; tidak ditanyakan mau dingin atau panas—mungkin karena capek karena malam. Karena suami membawa gelas sendiri, ketika diambil terasa ringan; sepertinya cappuccino ini terlalu banyak busa.",negative,Kopi Kenangan
Cara kerjanya lelet bgt,735|||Cara kerjanya sangat lambat.,negative,Kopi Kenangan
"Pertama kali nyobain kopi kenangan.
Pick up langsung distore kepatihan, setelah pesan di aplikasi.

Pesan 3 kopi, semua request dipisah es batunya.
Tercengang bangeeet dirumah,ketika dibuka ngeliat es batu ditempati hanya pakai plastik kresek. Menyedihkan.. semacam beli dipinggir jalan.
Not recomended deeh.","Pertama kali mencoba Kopi Kenangan, saya langsung pesan di toko Kepatihan setelah pesan di aplikasi. Pesan 3 kopi semua dipisah es batunya, saya tercengang sekali dirumah karena es batu hanya ditempati hanya pakai keresek plastik. Menyedihkan. Seperti beli dipinggir jalan. Tidak direkomendasikan.",negative,Kopi Kenangan
Proses lama Merugikan driver,"Proses lama, merugikan driver.",negative,Kopi Kenangan
Waktunya nyempil ditengah riuhnya suasana bandunh,Waktu yang tepat untuk menyelinap di tengah riuhnya suasana Bandung.,positive,Kopi Kenangan
Ai belum siap mah tong di on ken apliksi na ..pegawe sorangan terus weuh narimaan pembeli ai oder gojek can di jien ...waktu gojek mah ...!!,Beberapa proses di aplikasi tampak belum siap; staf terlihat kewalahan ketika menerima pesanan Gojek dan terjadi gangguan pemesanan.,negative,Kopi Kenangan
Worh visiting,1121|||Layak dikunjungi.,positive,Kopi Kenangan
"Pelayanan oke tempat OKe, sayang tukang parkir nya nyolot bgt, dikasih 3rb. Tp msh minta tambah lagi pdhl bawa motor bkn mobil ( dgn nada yg tidak mengenakkan) tolong management kopken, tukang parkir nya diajarin attitude","657|||Pelayanan baik dan tempat oke, namun petugas parkir sangat arogan; diberi Rp3.000 masih meminta tambahan meskipun yang membawa motor, bukan mobil (dengan nada yang tidak menyenangkan). Mohon manajemen Kopi Kenangan mengajarkan sikap yang baik pada petugas parkir.",negative,Kopi Kenangan
Nikmat,1018|||Nikmat.,positive,Kopi Kenangan
"Tempat nya sih udah oke, tapi tukang parkir nya ribet banget
Semoga kopi kenangan ada kebijakan terkait parkir","1042|||Tempatnya sudah oke, namun petugas parkir merepotkan. Semoga pihak Kopi Kenangan memiliki kebijakan terkait parkir.",negative,Kopi Kenangan
"Udah beli dua kali di cabang ini tapi beda sama cabang lain. Beli matcha latte sama yang oreo nya beneran cair bgt kek air, kalo beli di cabang lain tuh kental dan kerasa banget enaknya. Pelayanannya bagus, tapi rasa minumannya kurang enak. Padahal di cabang lain enak enak aja","Saya telah membeli dua kali di cabang ini namun rasanya berbeda dibandingkan cabang lain. Saya memesan matcha latte dan varian oreo, namun keduanya sangat cair seperti air; padahal di cabang lain konsistensi minumannya kental dan rasanya jauh lebih nikmat. Pelayanan ramah, tetapi kualitas rasa minuman kurang memuaskan. Padahal di cabang lain rasanya baik-baik saja.",negative,Kopi Kenangan
"Drive thru Kopken Pasteur dulu kurang nyaman karena petugas lama muncul di jendela (pernah nunggu 2–3 menit dan harus tekan bel berkali-kali). Malah lebih cepat nunggu pesanan selesai ketimbang mulai pesan . Harapannya petugas bisa stand by atau minimal kasih info kalau harus menunggu, biar customer lebih tenang.

Update: sekarang pelayanannya sudah lebih baik, lebih cepat. Terima kasih ",Dulu drive-thru Kopi Kenangan Pasteur kurang nyaman karena petugas lama muncul di jendela (pernah menunggu 2–3 menit dan harus menekan bel berkali-kali). Seringkali lebih cepat menunggu pesanan selesai daripada memulai pemesanan. Harapnya petugas bisa siaga atau setidaknya memberi informasi jika harus menunggu agar pelanggan lebih tenang.,negative,Kopi Kenangan
"Lokasi di Grand Yogya Kepatihan pas di samping Jalan Kepatihan.

Outdoor dengan tempat duduk yang cukup banyak & nyaman, pelayanan cepat.",Sangat merepotkan ketika membeli tetapi tidak ada kembalian sehingga konsumen yang harus bingung; pelayanan toko kopi ini sangat buruk.,positive,Kopi Kenangan
"ngawur, mesen apa yg dikasih apaan bikin gamood aje pagi pagi",1037|||Pelayanan acak: memesan apa yang diberikan bukan apa yang dipesan sehingga suasana pagi menjadi tidak menyenangkan.,negative,Kopi Kenangan
Menurut saya cukup lumayan ya..tempat bersih semua karyawan juga cukup ramah ya pokoknya sip..dah,Menurut saya tempat ini cukup lumayan; bersih dan karyawan ramah — semua baik.,positive,Kopi Kenangan
"Pelayanan nya cepat,,karyawan nya pada ramah, kopi nya juga enak pas bgt jg g kemahalan..",Enak; staf ramah.,positive,Kopi Kenangan
Saya pesan kopi kenangan mantan 5 reguler tanpa es tapi yg dikirim pakai es normal semuanya. Tolong diperbaiki lagi pelayanannya,"1080|||Saya memesan lima Kopi Kenangan Mantan reguler tanpa es, namun yang dikirim semua menggunakan es. Mohon perbaiki layanan.",negative,Kopi Kenangan
"Panas banget,pengap, antrian yg mau pesen offline panas, ga ada atapnya, nunggunya orderan jadi lama banget .","Panas sekali bagi yang antri untuk memesan offline, tidak ada atapnya, menunggu pesanan jadi lama sekali.",negative,Kopi Kenangan
"Rasanya beda kaya sebelumnya, sekarang kurang creamy, terus after taste arennya kerasa pahit klo mnurut saya, dulu aren dan kopi nya, ketutup sm creamy nya.","Rasa minuman sekarang terasa berbeda dari sebelumnya: kurang creamy dan after taste gula aren terasa pahit menurut saya. Dahulu kombinasi aren dan kopi tertutupi oleh tekstur creamy, sehingga sekarang terasa berkurang.",negative,Kopi Kenangan
Lumayan,682|||Lumayan.,positive,Kopi Kenangan
enak tempatnya,737|||Tempatnya enak.,positive,Kopi Kenangan
Pelanyann mengecewakan,Pelayanan mengecewakan pada beberapa kesempatan.,negative,Kopi Kenangan
"D pelak sa jam. Gara"" ewh ttupna..mna ker rame"" na ..lain kali mun ewh pareman aplikasi na.. ngarudetkn",Beberapa kali saya mengalami kejadian tutup toko tiba-tiba; harap perbaiki agar aplikasi tidak membingungkan pelanggan.,negative,Kopi Kenangan
"Pesen tanpa gula, malah pakai gulaa","734|||Memesan tanpa gula, namun malah diberi dengan gula.",negative,Kopi Kenangan
Verry good place,Tempat sangat bagus.,positive,Kopi Kenangan
Bagus banyak promo nya dan ada hadiah dobel bonus nya juga kerren dech trimakasih YOGYA...,1343|||Banyak promo dan hadiah ganda; terima kasih Yogya.,positive,Kopi Kenangan
sedih bgt dikasih milkbun agak basi kynya bekas kemarin krn emg sisa satu :(,"1075|||Sangat kecewa karena mendapat milk bun yang agak basi, kemungkinan sisa dari hari sebelumnya.",negative,Kopi Kenangan
"Karyawan yang kurang sopan

Cas laptop saya malah dirusak disaat karyawan membersih  meja disekitar , malah tali kabel main tendang aja

Tidak ada kehati hatiann dalam bekerja .
Apakah ini bagian dari usir konsumen , saya menggunakan ruangan juga masih ada yang lebih lama dari saya .

Warung semakin banyak , dan semakin ketat bersaing , sehingga konsumen lebih sensitif menilai pelayanan","1065|||Karyawan kurang sopan. Charger laptop saya rusak saat karyawan membersihkan meja di sekitar karena kabel diinjak; tidak ada kehati-hatian dalam bekerja. Dengan banyaknya pesaing, konsumen semakin sensitif terhadap pelayanan.",negative,Kopi Kenangan
"Rasanya sih oke, tapi jangan coba2 minta tambah gula karena dikenakan tambahan biaya 6.000","755|||Rasanya oke, tetapi jangan coba meminta tambahan gula karena dikenakan biaya tambahan Rp6.000.",negative,Kopi Kenangan
tidak ramah ga bisa ngasi informasi mengenai free wifi,Staf tidak ramah dan tidak dapat memberikan informasi mengenai adanya Wi-Fi gratis.,negative,Kopi Kenangan
"Tempat nyaman & bersih cocok buat nonkrong atau wfc jga, pelayananya jga bagus dan ramah","522|||Tempat nyaman dan bersih, cocok untuk nongkrong atau WFC; pelayanannya juga baik dan ramah.",positive,Kopi Kenangan
"Pertama kali nyobain kopi kenangan.
Pick up langsung distore kepatihan, setelah pesan di aplikasi.

Pesan 3 kopi, semua request dipisah es batunya.
Tercengang bangeeet dirumah,ketika dibuka ngeliat es batu ditempati hanya pakai plastik kresek. Menyedihkan.. semacam beli dipinggir jalan.
Not recomended deeh.","1131|||Pertama kali mencoba Kopi Kenangan, pick up di store Kepatihan setelah pesan aplikasi; memesan 3 kopi dengan permintaan es dipisah, namun es batu dibungkus plastik kresek — sangat mengecewakan dan terkesan tidak profesional; tidak direkomendasikan.",negative,Kopi Kenangan
"padahal sepi tapi pelayanan nya ga banget, JUTEK BANGET!!! posisi pinggir jalan ya pasti ga kedenger kalau si mba nya ngomong pelan2, pas saya ga denger eh ngomong nya nyentak. engga lagi deh beli kenangan disini, mending di store lain lebih ramah!","Tempatnya bersih dan nyaman. Saat menikmati minuman, kita dapat melihat kendaraan dan orang yang berlalu—tidak membosankan.",negative,Kopi Kenangan
Kopi sejuta Umat,1021|||Kopi sejuta umat.,positive,Kopi Kenangan
